Green Bond ISIN,Green Bond Name,Trucost Issuer ID, Issuer Name,Issuer GICS Sector / Category,Issuer Country of Origin,Issue Date,Creation Date,Latest Analysis Date,Nominal Amount,Currency,USD Reported Currency Exchange Rate,Maturity Date,Coupon (%),Labelling,Africa (% of UOP),Asia (% of UOP),Europe (% of UOP),North America (% of UOP),Oceania (% of UOP),South America (% of UOP),Undisclosed region (% of UOP),CBI Category,CBI - Green Proceeds (% of UOP),CBI - Renewable Electricity and Heat Production (% of UOP),CBI - Other Electricity and Heat Production (% of UOP),CBI - Nuclear Energy (%UOP),"CBI -  Transmission, distribution & storage (% of UOP)",CBI -  Transport (% of UOP),CBI -  Water (% of UOP),CBI -  Buildings (% of UOP),CBI -  Land Use and Marine Resources (% of UOP),CBI -  Industry (% of UOP),CBI -  Waste (% of UOP),CBI -  ICT (% of UOP),CBI - Others Green (% of UOP),CBI - Undisclosed/Not disbursed proceeds (% of UOP),CBI - Proceeds that are Not Green (% of UOP),Wind Energy (% of UOP),Solar Energy (% of UOP),Hydro Energy (% of UOP),Geothermal Energy (% of UOP),Wave/Tidal Energy (% of UOP),Cogeneration Energy (% of UOP),Bioenergy (% of UOP),Residential Buildings (% of UOP),Commercial Buildings (% of UOP),Energy Efficient Products (% of UOP),Industrial Efficiencies (% of UOP),National Rail (% of UOP),Urban Rail (% of UOP),Public Road Transport (% of UOP),Private Road Transport (% of UOP),Social (% of UOP),Total (GWh),Total Area (m2),Total Passenger (km),Total Energy savings (MWh),CBI - Renewable Electricity and Heat Production (GWh),CBI - Area (m2),CBI - Passenger (km),CBI - Energy savings (MWh),Annual Construction & Disposal emissions (tCO2e),Annual Operational emissions (tCO2e),Lifetime Construction & Disposal emissions (tCO2e),Lifetime Operational emissions (tCO2e),Lifetime emission intensity (tCO2e per GWh),Lifetime emission intensity (tCO2e per Area m2),Lifetime emission intensity (tCO2e per passenger km),Lifetime emission intensity (tCO2e per energy savings MWh),SDG 13 (13.2) Calculated Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Calculated Avoided Emissions Attributable to the bond (tCO2e),Use of Proceeds Covered by Calculated Avoided Emissions (%),SDG 13 (13.2) Disclosed Avoided Emissions Intensity (tCO2e/USD million invested),SDG 13 (13.2) Disclosed Avoided Emissions (tCO2e),Use of Proceeds Covered by Disclosed Avoided Emissions (%),Calculated Avoided Emissions - Confidence Level,Issuer Score,Impact Score,Use of Proceeds Covered by Impact Score (%),Overall Governance Score,Governance/UOP Score (%),Governance/Process Score (%),Governance/Management Score (%),Governance/Reporting Score (%),Sources
XS1847692636,1.25% GTD SNR EMTN 28/10/2026 EUR100000,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,28-06-18,3/8/2022,3/8/2022,750,EUR,1.14,28-10-26,1.25,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7992,NA,NA,NA,7992,NA,NA,NA,7492,14014,67432,126130,24,NA,NA,NA,-400,-341311,100%,-221,-188333,100%,Moderate,50,88,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS2152899584,1% SNR NTS 07/10/2025 EUR1000 '69''REGS',44534,E.ON SE,Utilities,Germany,7/4/2020,9/8/2022,9/8/2022,750,EUR,1.15,7/10/2025,1,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,3,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3318,-2851502,100%,NA,53,61,3%,94,75,100,100,100,https://sustainabilityreport.eon.com/en/appendix/green-bond-reporting.html
US44107TAZ93,GLOBAL SR NT SER I 3.500 Sep-15-2030,49150,Host Hotels & Resorts LP,Real Estate,United States,11/8/2020,3/8/2022,3/8/2022,600,USD,1,15-09-30,3.5,Green,0,0,0,100,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,NA,206134,NA,NA,NA,206134,NA,NA,1628,14572,17909,160293,NA,6,NA,NA,-5,-3229,100%,-2,-1264,100%,Moderate,48,84,100%,83,100,33,100,100,https://www.hosthotels.com/-/media/HostHotels/Files/ESG-Performance/Host_Hotels_Resorts_Inc_Green_Bond_Allocation_Statement.pdf
XS2317069685,0.75% SNR EMTN 16/03/2028 EUR100000'REGS,51393,Intesa Sanpaolo S.p.A.,Financials,Italy,16-03-21,9/8/2022,9/8/2022,1250,EUR,1.13,16-03-28,0.75,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,5,0,0,0,0,0,0,NA,844986,NA,NA,NA,844986,NA,NA,6921,79723,55366,637784,NA,6,NA,NA,-14,-19654,95%,-18,-25000,100%,Low,43,74,100%,94,75,100,100,100,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/sostenibilt%C3%A0/inglese/2022/Green%20Bond%20Report%202021.pdf
XS2065601937,0.875% SNR EMTN 14/10/29 EUR1000'5''REGS,183334,Iren SpA,Utilities,Italy,14-10-19,10/8/2022,10/8/2022,500,EUR,1.14,14-10-29,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,23,0,0,49,1,13,7,0,0,7,0,0,0,0,0,0,1,0,0,23,0,0,0,7,0,0,0,0,0,0,4265,NA,NA,24108195,4265,NA,NA,24108195,1053,204134,11582,2245474,285,NA,NA,0,-7,-3959,12%,-218,-124411,31%,Low,46,48,44%,83,100,100,33,100,https://www.gruppoiren.it/content/dam/iren/documents/en/investors/financial-profile/sustainable-finance/green-bond/green-bond-2029/1.%20GB3-Use%20of%20Proceeds%202021_post%20issue_XS2065601937.pdf; https://www.gruppoiren.it/content/dam/iren/documents/en/investors/financial-profile/sustainable-finance/green-bond/green-bond-2029/2.%20GB3-KPI%20list%202021_post%20issue_XS2065601937.pdf; https://www.gruppoiren.it/content/dam/iren/documents/en/investors/financial-profile/sustainable-finance/green-bond/green-bond-2029/3.%20GB3-Green%20Bond%20Project_post%20issue%202021_XS2065601937.pdf
XS1979446843,1.5% SNR NTS 10/04/2024 EUR1000'110'REGS,44286,Unione di Banche Italiane S.p.A.,Financials,Italy,10/4/2019,22-08-22,22-08-22,500,EUR,1.14,10/4/2024,1.5,Green,0,0,87,0,0,0,13,Renewable Electricity and Heat Production,100,94,0,0,0,0,0,6,0,0,0,0,0,0,0,12,74,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4415,NA,NA,NA,4415,NA,NA,NA,40348,58266,242090,349595,135,NA,NA,NA,-484,-274885,94%,-654,-371364,100%,Moderate,35,80,100%,94,75,100,100,100,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/sostenibilt%C3%A0/inglese/2022/Green%20Bond%20Report%202021.pdf
FR0013536661,0.875%-FRN SNR NPF EMTN 22/09/2028 EUR,44551,Société Générale Société anonyme,Financials,France,22-09-20,18-08-22,18-08-22,1000,EUR,1.15,22-09-28,0.88,Green,0,0,44,0,0,0,56,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,45,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15887,NA,NA,NA,15887,NA,NA,NA,79528,96504,715750,868532,101,NA,NA,NA,-547,-628150,100%,-545,-625933,100%,Moderate,52,85,100%,94,75,100,100,100,https://www.societegenerale.com/sites/default/files/documents/2022-06/SG-SPIF-Reporting-as-of-2021-12-31.pdf
XS2187525949,0.375% SNR EMTN 10/06/30 EUR1000'24'REGS,226990,Alliander N.V.,Utilities,Netherlands,10/6/2020,18-08-22,18-08-22,500,EUR,1.15,10/6/1930,0.38,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58538,NA,NA,NA,58538,NA,NA,NA,261549,275702,2877040,3032718,NA,NA,NA,NA,-4330,-2489072,NA,-4397,-2527787,100%,Moderate,83,NA,0%,94,75,100,100,100,https://www.alliander.com/content/uploads/dotcom/ALL200059-Green-Bond-Report-2020.pdf
USP58072AL66,SR REGS NT 27,54058,Inversiones CMPC S.A.,Financials,Chile,30-03-17,18-08-22,18-08-22,500,USD,1,4/4/2027,4.38,Green,0,0,0,0,0,100,0,Land Use and Marine Resources,100,1,0,0,0,2,0,0,89,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,869,NA,NA,NA,869,NA,NA,NA,18,3648,195,40133,46,NA,NA,NA,-39,-19525,1%,-41,-20453,2%,Moderate,3,67,3%,83,100,33,100,100,https://s23.q4cdn.com/927837516/files/doc_downloads/green_bond/GREEN-BOND-2018.pdf
US191241AJ70,GLOBAL GTD SR NT 1.850 Sep-1-2032,53678,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Staples,Mexico,26-08-20,18-08-22,18-08-22,705,USD,1,1/9/1932,1.85,Green,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,50,0,0,0,0,0,2,0,0,0,45,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29,-20500,32%,NA,59,36,52%,67,38,100,100,29,https://coca-colafemsa.com/wp-content/uploads/2022/03/Green-Bond-Report-english-no-letter.pdf; https://coca-colafemsa.com/wp-content/uploads/2021/06/Green-Bond-Report.pdf
FR0013434321,0.125% GTD SNR SEC CVD BDS 18/07/29 EUR,241560,Société Générale SFH Société Anonyme,Financials,France,18-07-19,18-08-22,18-08-22,1000,EUR,1.14,18-07-29,0.13,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,415617,NA,NA,NA,415617,NA,NA,3404,31646,37445,348111,NA,5,NA,NA,-6,-7145,100%,-3,-3899,100%,Moderate,52,75,100%,94,75,100,100,100,https://www.societegenerale.com/sites/default/files/documents/2022-06/SG-SPIF-Reporting-as-of-2021-12-31.pdf
XS2321526480,0.5% SNR NPF EMTN 19/03/31 EUR100000'46',43666,Nordea Bank Abp,Financials,Finland,19-03-21,17-08-22,17-08-22,500,EUR,1.13,19-03-31,0.5,No sufficient information,0,0,0,0,0,0,100,Undisclosed/Not disbursed proceeds,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,36,100%,41,0,100,33,29,https://www.nordea.com/en/doc/green-bonds-deal-review.pdf
XS2067135421,0.375% SNR NPF EMTN 21/10/2025 EUR100000,244044,CACEIS Bank S.A.,Financials,France,21-10-19,16-08-22,16-08-22,1000,EUR,1.14,21-10-25,0.38,Green,0,0,86,0,0,0,14,Renewable Electricity and Heat Production,100,55,0,0,0,10,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-304,-346260,100%,NA,94,62,97%,94,75,100,100,100,https://www.credit-agricole.com/en/pdfPreview/192018
XS1917601582,1.5%-FR SNR NPF 04/12/24 EUR1000'36'REGS,44455,HSBC Holdings plc,Financials,United Kingdom,4/12/2018,17-08-22,17-08-22,1250,EUR,1.14,4/12/2024,1.5,Green,0,61,9,31,0,0,0,Buildings,100,26,0,0,0,29,0,44,0,0,0,0,0,0,0,1,9,0,0,0,0,0,9,20,44,0,0,29,0,0,0,829,429080,NA,NA,829,429080,NA,NA,11443,52394,80102,366756,64,8,NA,NA,-31,-44705,54%,NA,NA,NA,Low,90,74,100%,93,100,100,100,71,https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/pdfs/211214-hsbc-green-bonds-report-2021.pdf?download=1; https://www.hsbc.com/-/files/hsbc/investors/fixed-income-investors/green-and-sustainability-bonds/excel/211214-hsbc-green-and-sdg-asset-register-2021.xlsx?download=1
XS1702729275,1.25% GTD SNR NTS 19/10/2027 EUR1000 '2',44534,innogy Finance B.V.,Financials,Netherlands,19-10-17,17-08-22,17-08-22,850,EUR,1.15,19-10-27,1.25,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,3,0,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3316,-3231702,100%,NA,54,61,3%,94,75,100,100,100,https://sustainabilityreport.eon.com/en/appendix/green-bond-reporting.html
FR0013245867,1.5% SNR EMTN 27/03/28 EUR100000'75'REGS,48499,ENGIE SA,Utilities,France,27-03-17,17-08-22,17-08-22,800,EUR,1.15,27-03-28,1.5,Green,0,44,30,13,2,12,0,Buildings,100,28,0,0,3,0,0,67,0,0,0,0,1,0,0,20,5,1,0,0,0,3,0,0,59,0,0,0,0,0,0,18416,NA,NA,NA,18416,NA,NA,NA,25717,43265,308602,519185,45,NA,NA,NA,-502,-459949,24%,-1117,-1024067,100%,Low,42,80,95%,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds
FR0013245859,0.875% SNR EMTN 27/03/24 EUR100000'REGS',48499,ENGIE SA,Utilities,France,27-03-17,17-08-22,17-08-22,700,EUR,1.15,27-03-24,0.88,Green,0,44,30,13,2,12,0,Buildings,100,28,0,0,3,0,0,67,0,0,0,0,1,0,0,20,5,1,0,0,0,3,0,0,59,0,0,0,0,0,0,10743,NA,NA,NA,10743,NA,NA,NA,22502,37857,180018,302858,45,NA,NA,NA,-502,-402455,24%,-1117,-896059,100%,Low,42,80,95%,100,100,100,100,100,https://www.engie.com/en/csr/green-bonds
XS2227050379,0.875% GTD SNR EMTN 08/09/32 EUR1000'10',241376,Royal Schiphol Group N.V.,Industrials,Netherlands,8/9/2020,16-08-22,16-08-22,500,EUR,1.15,8/9/1932,0.88,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,NA,252791,299167531,NA,NA,252791,299167531,NA,1946,18081,25295,235050,NA,6,0,NA,-8,-4739,100%,-2,-1109,99%,Low,NA,82,100%,94,75,100,100,100,https://www.annualreportschiphol.com/xmlpages/resources/TXP/Schiphol_web_2021/pdf/Schiphol_Annual_Report_2021.pdf
XS2153459123,2% GTD SNR EMTN 06/04/2029 EUR100000 '8',241376,Royal Schiphol Group N.V.,Industrials,Netherlands,6/4/2020,16-08-22,16-08-22,750,EUR,1.15,6/4/2029,2,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,0,0,NA,307017,345193305,NA,NA,307017,345193305,NA,2406,30636,24056,306363,NA,8,0,NA,-10,-8794,100%,-2,-1663,99%,Low,NA,82,100%,94,75,100,100,100,https://www.annualreportschiphol.com/xmlpages/resources/TXP/Schiphol_web_2021/pdf/Schiphol_Annual_Report_2021.pdf
XS2089368596,0.75% SNR EMTN 04/12/2024 EUR100000'931',51393,Intesa Sanpaolo S.p.A.,Financials,Italy,4/12/2019,16-08-22,16-08-22,750,EUR,1.14,4/12/2024,0.75,Green,0,0,100,0,0,0,0,Others Green,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2443,-2089500,100%,NA,43,NA,0%,100,100,100,100,100,https://group.intesasanpaolo.com/content/dam/portalgroup/repository-documenti/sostenibilt%C3%A0/inglese/2022/Green%20Bond%20Report%202021.pdf
XS2104915033,0.19% SNR EMTN 20/01/2025 EUR100000 '77',243820,National Grid Electricity Transmission plc,Utilities,United Kingdom,20-01-20,18-07-22,18-07-22,500,EUR,1.14,20-01-25,0.19,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,85,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2784,-1589214,88%,NA,67,69,15%,95,80,100,100,100,https://www.nationalgrid.com/sites/default/files/documents/21%20Dec%202020-%202020%20Green%20Financing%20Report.pdf
XS1398476793,1.125% GTD SNR EMTN 21/04/2026 EUR100000,42800,Iberdrola International B.V.,Financials,Netherlands,21-04-16,1/8/2022,1/8/2022,1000,EUR,1.14,21-04-26,1.13,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13310,NA,NA,NA,13310,NA,NA,NA,67122,45828,738346,504107,90,NA,NA,NA,-280,-319106,100%,-164,-186441,100%,Moderate,50,84,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1432384409,1.875% SNR EMTN 13/06/2036 EUR100000'10',231338,TenneT Holding B.V.,Utilities,Netherlands,13-06-16,1/8/2022,1/8/2022,500,EUR,1.14,13-06-36,1.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11096,NA,NA,NA,11096,NA,NA,NA,4814,8621,101086,181044,NA,NA,NA,NA,-524,-298415,NA,-620,-353148,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1632897762,0.75% SNR EMTN 26/06/2025 EUR100000 '12',231338,TenneT Holding B.V.,Utilities,Netherlands,26-06-17,1/8/2022,1/8/2022,500,EUR,1.15,26-06-25,0.75,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4795,NA,NA,NA,4795,NA,NA,NA,4854,8693,43686,78241,NA,NA,NA,NA,-524,-300918,NA,-782,-448784,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS2009891479,0.5% SNR EMTN 24/06/2026 EUR100000 '159',42772,Vattenfall AB (publ),Utilities,Sweden,24-06-19,1/8/2022,1/8/2022,500,EUR,1.14,24-06-26,0.5,Green,0,0,59,0,0,0,41,Renewable Electricity and Heat Production,59,57,0,0,0,0,0,0,0,2,0,0,0,41,0,57,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4707,NA,NA,NA,4707,NA,NA,NA,5787,9746,46292,77964,26,NA,NA,NA,-385,-218839,57%,-219,-124262,57%,Low,39,66,100%,90,59,100,100,100,https://group.vattenfall.com/siteassets/corporate/investors/annual-reports/2021/vattenfall-annual-and-sustainability-report2021.pdf
DE000MHB21J0,0.25% PFBRF SNR 13/12/2023 EUR1000'1803',228183,MÜNchener Hypothekenbank Eg,Financials,Germany,8/11/2018,14-07-22,14-07-22,500,EUR,1.14,13-12-23,0.25,Green,0,0,100,0,0,0,0,Buildings,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,NA,294502,NA,NA,NA,294502,NA,NA,2412,22561,14473,135366,NA,5,NA,NA,-9,-5108,100%,-5,-2270,100%,Low,55,75,100%,83,100,100,33,100,https://www.muenchenerhyp.de/sites/default/files/downloads/2022-03/mhyp_Impact_Reporting_2021_en.pdf; https://www.muenchenerhyp.de/sites/default/files/downloads/2019-07/Press_Release_MuenchenerHyp_Ecological_ESG_Pfandbrief.pdf
XS1432384664,1% SNR EMTN 13/06/2026 EUR100000'9''REGS,231338,TenneT Holding B.V.,Utilities,Netherlands,13-06-16,1/8/2022,1/8/2022,500,EUR,1.14,13-06-26,1,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5812,NA,NA,NA,5812,NA,NA,NA,4814,8621,52950,94833,NA,NA,NA,NA,-524,-298415,NA,-620,-353148,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1505568136,1.25% SNR EMTN 24/10/2033 EUR100000 '11',231338,TenneT Holding B.V.,Utilities,Netherlands,24-10-16,2/8/2022,2/8/2022,500,EUR,1.14,24-10-33,1.25,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9523,NA,NA,NA,9523,NA,NA,NA,4820,8632,86758,155383,NA,NA,NA,NA,-524,-298803,NA,-696,-396939,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1527758145,1% GTD SNR EMTN 07/03/2024 EUR100000'114,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,7/12/2016,2/8/2022,2/8/2022,750,EUR,1.14,7/3/2024,1,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378,NA,NA,NA,9378,NA,NA,NA,22048,25478,198430,229298,44,NA,NA,NA,-383,-328141,100%,-168,-143764,100%,Moderate,50,85,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1797138960,2.625%-FRN GTD SUB PERP EUR100000 'REGS',42800,Iberdrola International B.V.,Financials,Netherlands,26-03-18,2/8/2022,2/8/2022,700,EUR,1.14,Perpetual,2.63,Green,0,0,99,1,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,16665,NA,NA,NA,16665,NA,NA,NA,17637,40754,378247,1533420,79,NA,NA,NA,-321,-256661,100%,-163,-129913,100%,Moderate,50,84,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS1828037587,1.375% SNR EMTN 05/06/2028 EUR100000'14',231338,TenneT Holding B.V.,Utilities,Netherlands,5/6/2018,2/8/2022,2/8/2022,500,EUR,1.14,5/6/2028,1.38,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5808,NA,NA,NA,5808,NA,NA,NA,4810,8616,52915,94771,NA,NA,NA,NA,-524,-298221,NA,-1037,-589844,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS1890845875,3.25%-FRN GTD SUB PERP EUR100000 'REGS',42800,Iberdrola International B.V.,Financials,Netherlands,12/2/2019,1/8/2022,1/8/2022,800,EUR,1.14,Perpetual,3.25,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21400,NA,NA,NA,21400,NA,NA,NA,7591,13793,186424,337737,24,NA,NA,NA,-408,-370518,100%,-223,-202192,100%,Moderate,50,88,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
XS2002491780,0.875% SNR EMTN 03/06/2030 EUR100000'16',231338,TenneT Holding B.V.,Utilities,Netherlands,3/6/2019,2/8/2022,2/8/2022,500,EUR,1.14,3/6/1930,0.88,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6326,NA,NA,NA,6326,NA,NA,NA,4803,8602,57635,103225,NA,NA,NA,NA,-524,-297755,NA,-779,-442397,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
XS2002491863,1.5% SNR EMTN 03/06/39 EUR100000'17'REGS,231338,TenneT Holding B.V.,Utilities,Netherlands,3/6/2019,2/8/2022,2/8/2022,750,EUR,1.14,3/6/1939,1.5,Green,0,0,100,0,0,0,0,"Transmission, distribution & storage",100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16607,NA,NA,NA,16607,NA,NA,NA,7204,12903,151293,270965,NA,NA,NA,NA,-524,-446632,NA,-779,-663595,100%,Moderate,NA,NA,0%,100,100,100,100,100,https://netztransparenz.tennet.eu/fileadmin/user_upload/Company/Profile/AR2021/2021_Green_Finance_Report_TenneT_Holding_B.V..pdf
US92343VES97,GLOBAL NT 3.875 Feb-8-2029,44080,Verizon Communications Inc.,Communication Services,United States,5/2/2019,1/8/2022,1/8/2022,1000,USD,1,8/2/2029,3.88,Green,0,0,0,100,0,0,0,Renewable Electricity and Heat Production,100,64,0,0,0,0,0,36,0,0,0,0,0,0,0,27,36,0,0,0,0,0,0,32,3,0,0,0,0,0,0,20104,41435,NA,NA,20104,41435,NA,NA,62870,100766,691573,1108421,91,6,NA,NA,-731,-731331,95%,-913,-913089,64%,Low,71,84,100%,100,100,100,100,100,https://www.verizon.com/about/sites/default/files/Green-Bond-Report-August-2020.pdf
XS2153405118,0.875% GTD SNR EMTN 16/06/2025 EUR100000,42800,Iberdrola Finanzas S.A.U.,Financials,Spain,14-04-20,2/8/2022,2/8/2022,750,EUR,1.15,16-06-25,0.88,Green,0,0,100,0,0,0,0,Renewable Electricity and Heat Production,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9714,NA,NA,NA,9714,NA,NA,NA,45403,79767,272421,478605,102,NA,NA,NA,-815,-700320,100%,-882,-757889,100%,Moderate,50,82,100%,100,100,100,100,100,https://www.iberdrola.com/documents/20125/42169/Green_financing_returns_report_2021.pdf/0cec45f0-fb55-9dfc-9eea-2210a3edeb9e?t=1648319477988
